Stock quote and option quote for PLTR on 4/4/25 14:50:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
74.0099,D,-9.5901,73.99,Q,74.00,Q,2 x 2,"135,205,902",80.07,80.98,71.9303

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
"2,000",<empty>,389.5,<empty>,--,,125.41,20.33,"2,345,356,506",2.068

4 APR 25  (0)  100 (Weeklys)
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,103.99%,98.33%,1.67%,.04,<empty>,<empty>,.15,M,.45,Z,9 MAY 25,140,63.95,Q,67.85,Z,--,0.00%,100.00%,-1.00,<empty>,88.93%,,

16 MAY 25  (42)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,188.38%,4.13%,95.87%,.99,3,<empty>,53.30,Q,55.25,Q,16 MAY 25,20,.03,M,.10,Z,164.68%,98.09%,1.91%,.00,177,0.33%,,
,,193.72%,9.16%,90.84%,.98,4,<empty>,48.25,Z,51.10,Z,16 MAY 25,25,.14,D,.17,Q,155.41%,96.45%,3.55%,-.01,115,0.62%,,
,,187.80%,11.21%,88.79%,.97,<empty>,<empty>,45.55,Z,48.25,X,16 MAY 25,28,.12,E,.35,B,149.89%,95.23%,4.77%,-.01,67,0.85%,,
,,168.14%,8.59%,91.41%,.97,1,<empty>,44.35,X,47.00,Q,16 MAY 25,29,.11,E,.37,E,145.44%,95.18%,4.82%,-.02,15,0.83%,,
,,129.77%,3.27%,96.73%,.99,2,<empty>,43.15,Z,45.45,Z,16 MAY 25,30,.24,E,.30,E,143.52%,94.76%,5.24%,-.02,34,0.91%,,
,,158.29%,8.66%,91.34%,.97,14,<empty>,42.25,Z,45.15,Z,16 MAY 25,31,.14,E,.44,B,140.53%,94.50%,5.50%,-.02,1,0.94%,,
,,139.49%,6.10%,93.90%,.98,6,<empty>,41.20,Q,43.80,X,16 MAY 25,32,.15,E,.48,B,137.94%,94.17%,5.83%,-.02,7,0.99%,,
,,147.58%,8.48%,91.52%,.97,1,<empty>,40.60,X,42.80,X,16 MAY 25,33,.19,E,.51,X,136.01%,93.71%,6.29%,-.02,16,1.07%,,
,,110.66%,2.88%,97.12%,.99,13,<empty>,38.90,Q,41.70,X,16 MAY 25,34,.40,E,.50,X,138.10%,92.47%,7.53%,-.03,3,1.34%,,
,,146.45%,10.22%,89.78%,.96,21,<empty>,38.45,X,41.30,Q,16 MAY 25,35,.39,E,.66,E,137.87%,91.60%,8.40%,-.03,57,1.52%,,
,,151.18%,12.32%,87.68%,.95,16,<empty>,37.80,E,40.40,Z,16 MAY 25,36,.42,E,.71,E,135.43%,91.15%,8.85%,-.04,14,1.59%,,
,,128.11%,8.23%,91.77%,.97,11,<empty>,36.50,Z,38.90,Z,16 MAY 25,37,.48,E,.77,E,133.89%,90.50%,9.50%,-.04,2,1.72%,,
,,123.58%,8.18%,91.82%,.97,24,<empty>,35.45,Z,37.95,A,16 MAY 25,38,.54,E,.84,E,132.39%,89.82%,10.18%,-.04,13,1.85%,,
,,128.38%,10.29%,89.71%,.96,2,<empty>,34.55,X,37.25,X,16 MAY 25,39,.61,E,.86,X,129.89%,89.35%,10.65%,-.05,78,1.92%,,
,,150.37%,16.82%,83.18%,.93,45,<empty>,34.60,S,36.75,X,16 MAY 25,40,.78,S,.84,S,128.52%,88.59%,11.41%,-.05,477,2.07%,,
,,140.95%,15.70%,84.30%,.93,9,<empty>,33.30,N,35.75,Q,16 MAY 25,41,.75,E,1.08,E,128.01%,87.59%,12.41%,-.06,53,2.28%,,
,,138.32%,16.26%,83.74%,.93,5,<empty>,32.60,S,34.60,X,16 MAY 25,42,.95,E,1.19,E,128.84%,86.20%,13.80%,-.06,52,2.61%,,
,,137.02%,17.19%,82.81%,.92,28,<empty>,31.35,J,34.10,X,16 MAY 25,43,.93,E,1.30,E,125.89%,85.77%,14.23%,-.07,200,2.66%,,
,,136.84%,18.43%,81.57%,.91,5,<empty>,30.55,N,33.25,X,16 MAY 25,44,1.13,X,1.26,M,123.95%,85.05%,14.95%,-.07,454,2.79%,,
,,127.70%,17.26%,82.74%,.92,11,<empty>,29.60,J,31.85,X,16 MAY 25,45,1.10,E,1.33,U,120.25%,84.81%,15.19%,-.08,733,2.77%,,
,,115.24%,20.59%,79.41%,.89,199,<empty>,25.40,X,26.90,X,16 MAY 25,50,1.96,N,2.07,T,117.75%,78.67%,21.33%,-.12,"3,532",4.20%,,
,,126.72%,31.29%,68.71%,.82,46,<empty>,22.20,B,24.05,X,16 MAY 25,55,2.80,E,3.10,N,112.76%,72.51%,27.49%,-.16,"1,077",5.67%,,
,,118.81%,33.09%,66.91%,.80,50,<empty>,19.95,X,21.85,X,16 MAY 25,57.5,3.60,B,3.75,X,112.63%,68.54%,31.46%,-.19,346,6.83%,,
,,111.76%,35.29%,64.71%,.78,69,<empty>,18.25,X,19.25,X,16 MAY 25,60,4.30,E,4.45,E,110.86%,64.93%,35.07%,-.22,"3,200",7.87%,,
,,108.16%,38.55%,61.45%,.74,6,<empty>,16.70,M,17.10,S,16 MAY 25,62.5,5.10,M,5.25,E,109.32%,61.18%,38.82%,-.26,213,9.03%,,
,,105.85%,42.23%,57.77%,.71,64,<empty>,14.05,E,16.40,E,16 MAY 25,65,5.90,M,6.10,B,107.08%,57.52%,42.48%,-.29,"2,794",10.17%,,
,,110.11%,47.08%,52.92%,.67,20,<empty>,13.40,E,15.05,E,16 MAY 25,67.5,6.90,M,7.10,B,105.87%,53.62%,46.38%,-.33,416,11.57%,,
,,107.64%,50.64%,49.36%,.64,678,<empty>,12.15,E,13.30,E,16 MAY 25,70,7.75,M,8.15,E,103.16%,49.95%,50.05%,-.36,"2,766",12.81%,,
,,104.08%,54.13%,45.87%,.60,400,<empty>,11.05,P,11.35,M,16 MAY 25,72.5,9.15,N,9.30,B,102.93%,45.97%,54.03%,-.40,729,14.58%,,
,,101.99%,57.80%,42.20%,.56,"1,388",<empty>,9.70,M,10.10,M,16 MAY 25,75,10.40,M,10.55,M,101.48%,42.23%,57.77%,-.44,"12,626",16.23%,,
,,100.77%,61.45%,38.55%,.52,233,<empty>,8.70,P,8.85,M,16 MAY 25,77.5,11.70,M,11.95,M,100.12%,38.57%,61.43%,-.48,763,18.01%,,
,,99.43%,64.97%,35.03%,.48,"2,253",<empty>,7.55,E,7.90,M,16 MAY 25,80,13.15,E,13.50,B,99.38%,35.03%,64.97%,-.52,"3,302",19.99%,,
,,96.39%,71.62%,28.38%,.40,"1,438",<empty>,5.75,M,5.95,M,16 MAY 25,85,16.30,S,16.55,B,96.30%,28.37%,71.63%,-.60,858,23.95%,,
,,94.13%,77.53%,22.47%,.33,"7,609",<empty>,4.30,U,4.45,M,16 MAY 25,90,19.55,E,20.30,M,94.00%,22.45%,77.55%,-.67,524,28.43%,,
,,92.26%,82.59%,17.41%,.27,"5,979",<empty>,3.15,B,3.30,N,16 MAY 25,95,23.35,E,24.25,B,92.77%,17.49%,82.51%,-.73,203,33.43%,,
,,91.45%,86.63%,13.37%,.21,"2,813",<empty>,2.35,Q,2.45,I,16 MAY 25,100,27.65,E,28.35,M,92.93%,13.64%,86.36%,-.78,182,38.89%,,
,,90.82%,89.85%,10.15%,.17,"1,230",<empty>,1.73,D,1.82,M,16 MAY 25,105,31.80,E,33.40,E,96.96%,11.26%,88.74%,-.80,57,45.03%,,
,,90.38%,92.36%,7.64%,.13,"2,358",<empty>,1.26,S,1.36,B,16 MAY 25,110,36.00,J,37.80,M,94.81%,8.42%,91.58%,-.83,191,50.48%,,
,,90.86%,94.15%,5.85%,.10,803,<empty>,.95,D,1.05,M,16 MAY 25,115,41.00,U,42.80,C,104.14%,7.92%,92.08%,-.83,63,57.32%,,
,,91.08%,95.57%,4.43%,.08,"1,111",<empty>,.70,U,.81,S,16 MAY 25,120,45.65,S,47.75,Z,109.83%,7.08%,92.92%,-.83,10,63.71%,,
,,92.24%,96.53%,3.47%,.07,749,<empty>,.58,B,.62,N,16 MAY 25,125,50.10,N,52.35,P,110.09%,5.74%,94.26%,-.84,16,69.43%,,
,,95.97%,96.98%,3.02%,.06,376,<empty>,.40,E,.71,B,16 MAY 25,130,54.80,Q,57.60,Z,119.34%,5.69%,94.31%,-.82,<empty>,76.15%,,
,,98.90%,97.41%,2.59%,.05,64,<empty>,.35,N,.65,P,16 MAY 25,135,60.00,Q,62.50,Q,130.09%,5.80%,94.20%,-.81,1,83.05%,,
,,95.08%,98.31%,1.69%,.04,102,<empty>,.25,H,.36,S,16 MAY 25,140,64.90,Z,66.95,Z,--,0.00%,100.00%,-1.00,<empty>,89.00%,,
,,106.27%,97.89%,2.11%,.05,226,<empty>,.18,D,.74,J,16 MAY 25,145,69.80,Z,72.05,Z,--,0.00%,100.00%,-1.00,2,95.75%,,
,,98.51%,98.83%,1.17%,.03,176,<empty>,.20,S,.25,H,16 MAY 25,150,75.10,Z,76.95,Z,155.59%,5.56%,94.44%,-.77,<empty>,102.77%,,
,,112.86%,98.25%,1.75%,.04,5,<empty>,.09,E,.76,E,16 MAY 25,155,78.90,Q,82.35,Z,--,0.00%,100.00%,-1.00,<empty>,108.40%,,
,,102.85%,99.11%,0.89%,.02,58,<empty>,.07,E,.30,B,16 MAY 25,160,84.50,Z,87.05,Q,--,0.00%,100.00%,-1.00,<empty>,115.56%,,
,,110.81%,98.95%,1.05%,.03,3,<empty>,.05,E,.45,J,16 MAY 25,165,89.35,Q,92.00,Z,--,0.00%,100.00%,-1.00,<empty>,122.00%,,
,,101.14%,99.51%,0.49%,.01,1,<empty>,.05,D,.15,Z,16 MAY 25,170,94.25,Q,97.30,Q,--,0.00%,100.00%,-1.00,<empty>,129.03%,,
,,109.48%,99.36%,0.64%,.02,31,<empty>,.10,Q,.20,U,16 MAY 25,175,99.55,Q,101.85,Q,--,0.00%,100.00%,-1.00,<empty>,135.53%,,
,,105.60%,99.59%,0.41%,.01,39,<empty>,.03,D,.15,Z,16 MAY 25,180,104.25,Q,107.05,Z,--,0.00%,100.00%,-1.00,<empty>,142.10%,,
,,107.64%,99.63%,0.37%,.01,29,<empty>,.02,D,.15,Z,16 MAY 25,185,109.50,Q,111.90,Q,--,0.00%,100.00%,-1.00,<empty>,148.99%,,

23 MAY 25  (49)  100 (Weeklys)
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,122.75%,18.55%,81.45%,.91,1,<empty>,29.15,P,32.75,T,23 MAY 25,45,1.06,X,1.84,X,117.35%,83.05%,16.95%,-.08,272,3.33%,,
,,119.35%,24.45%,75.55%,.87,1,<empty>,25.20,B,28.55,B,23 MAY 25,50,1.54,X,3.85,X,121.43%,74.94%,25.06%,-.13,187,5.70%,,
,,114.38%,30.40%,69.60%,.82,<empty>,<empty>,21.45,B,24.45,X,23 MAY 25,55,2.85,X,3.60,X,108.65%,71.28%,28.72%,-.17,23,6.23%,,
,,109.80%,36.87%,63.13%,.77,<empty>,<empty>,17.85,M,20.75,M,23 MAY 25,60,4.45,T,5.10,T,107.75%,63.65%,36.35%,-.23,96,8.65%,,
,,105.99%,43.83%,56.17%,.71,5,<empty>,14.60,B,17.40,M,23 MAY 25,65,4.55,M,6.50,P,94.24%,58.73%,41.27%,-.29,64,9.29%,,
,,103.05%,51.02%,48.98%,.64,3,<empty>,11.50,M,14.70,M,23 MAY 25,70,7.75,X,9.00,B,99.96%,49.41%,50.59%,-.36,119,13.59%,,
,,99.91%,55.14%,44.86%,.59,13,<empty>,10.15,M,12.60,M,23 MAY 25,73,7.80,M,10.75,M,93.50%,45.47%,54.53%,-.41,30,14.55%,,
,,100.27%,56.64%,43.36%,.58,4,<empty>,9.35,M,12.60,M,23 MAY 25,74,8.40,M,11.60,M,95.13%,43.77%,56.23%,-.43,21,15.63%,,
,,104.48%,58.34%,41.66%,.57,351,<empty>,10.05,B,11.95,M,23 MAY 25,75,8.95,B,11.05,S,89.82%,42.58%,57.42%,-.44,120,15.38%,,
,,95.92%,59.27%,40.73%,.55,33,<empty>,8.40,M,10.95,M,23 MAY 25,76,9.35,M,12.35,B,92.34%,40.90%,59.10%,-.46,25,16.65%,,
,,96.13%,60.71%,39.29%,.53,12,<empty>,8.05,M,10.55,M,23 MAY 25,77,10.45,X,12.85,B,94.23%,39.35%,60.65%,-.47,45,17.83%,,
,,96.21%,62.11%,37.89%,.52,8,<empty>,7.15,M,10.70,M,23 MAY 25,78,10.60,M,13.60,B,92.73%,37.94%,62.06%,-.49,17,18.36%,,
,,99.17%,63.50%,36.50%,.51,11,<empty>,7.70,B,10.05,M,23 MAY 25,79,11.25,M,14.40,M,93.66%,36.52%,63.48%,-.50,17,19.38%,,
,,95.53%,64.82%,35.18%,.49,117,<empty>,7.35,B,8.90,M,23 MAY 25,80,11.55,M,13.90,N,86.79%,35.01%,64.99%,-.53,78,18.91%,,
,,96.16%,66.11%,33.89%,.47,2,<empty>,6.30,M,9.40,M,23 MAY 25,81,12.20,M,15.60,M,91.64%,33.76%,66.24%,-.53,6,20.72%,,
,,95.75%,67.39%,32.61%,.46,4,<empty>,5.95,M,9.00,M,23 MAY 25,82,13.20,B,16.35,B,93.59%,32.52%,67.48%,-.54,3,21.98%,,
,,94.98%,68.67%,31.33%,.44,4,<empty>,5.65,M,8.50,M,23 MAY 25,83,13.45,M,16.95,M,91.21%,31.12%,68.88%,-.56,16,22.42%,,
,,95.03%,69.87%,30.13%,.43,22,<empty>,5.25,M,8.30,M,23 MAY 25,84,14.35,B,17.35,B,90.81%,29.83%,70.17%,-.58,10,23.26%,,
,,94.26%,71.11%,28.89%,.42,96,<empty>,5.10,M,7.70,M,23 MAY 25,85,14.70,M,18.20,M,89.80%,28.52%,71.48%,-.60,11,24.00%,,
,,93.37%,72.33%,27.67%,.40,11,<empty>,4.60,M,7.45,M,23 MAY 25,86,15.40,M,18.85,P,89.39%,27.28%,72.72%,-.61,<empty>,24.86%,,
,,93.08%,73.48%,26.52%,.39,2,<empty>,4.50,U,6.95,M,23 MAY 25,87,16.10,M,19.70,P,89.83%,26.17%,73.83%,-.62,4,25.90%,,
,,93.16%,74.56%,25.44%,.37,2,<empty>,4.45,M,6.50,M,23 MAY 25,88,16.90,S,19.80,M,86.94%,24.69%,75.31%,-.64,1,26.35%,,
,,92.40%,75.70%,24.30%,.36,13,<empty>,4.25,M,6.05,M,23 MAY 25,89,17.40,M,21.10,P,88.40%,23.79%,76.21%,-.65,1,27.60%,,
,,94.50%,76.46%,23.54%,.35,46,<empty>,4.45,X,5.80,B,23 MAY 25,90,18.35,M,21.70,B,88.52%,22.75%,77.25%,-.66,12,28.62%,,
,,90.24%,78.01%,21.99%,.33,3,<empty>,2.95,M,6.00,M,23 MAY 25,91,18.95,M,22.70,B,88.79%,21.77%,78.23%,-.68,<empty>,29.68%,,
,,89.29%,79.12%,20.88%,.31,6,<empty>,2.84,M,5.50,M,23 MAY 25,92,19.80,M,23.25,B,87.91%,20.66%,79.34%,-.69,5,30.54%,,
,,88.90%,80.12%,19.88%,.30,54,<empty>,2.86,M,5.00,M,23 MAY 25,93,20.55,M,23.95,P,87.17%,19.59%,80.41%,-.70,1,31.45%,,
,,88.13%,81.16%,18.84%,.29,5,<empty>,2.13,M,5.20,M,23 MAY 25,94,21.30,B,24.75,M,86.85%,18.62%,81.38%,-.72,<empty>,32.44%,,
,,91.60%,81.44%,18.56%,.29,136,<empty>,3.25,X,4.35,J,23 MAY 25,95,22.10,M,26.00,M,89.24%,18.16%,81.84%,-.72,<empty>,33.90%,,
,,89.60%,82.60%,17.40%,.27,1,<empty>,2.28,X,4.60,X,23 MAY 25,96,22.85,X,26.60,P,87.61%,17.04%,82.96%,-.73,<empty>,34.69%,,
,,92.69%,82.87%,17.13%,.27,14,<empty>,2.59,X,4.50,X,23 MAY 25,97,23.65,S,27.25,P,86.39%,16.00%,84.00%,-.75,2,35.57%,,
,,89.55%,84.18%,15.82%,.25,11,<empty>,2.06,X,4.15,X,23 MAY 25,98,24.45,X,27.90,B,85.01%,14.96%,85.04%,-.76,<empty>,36.44%,,
,,89.36%,84.95%,15.05%,.24,3,<empty>,1.27,E,4.60,X,23 MAY 25,99,25.35,X,28.80,S,85.68%,14.34%,85.66%,-.77,<empty>,37.64%,,
,,88.70%,85.78%,14.22%,.23,247,<empty>,2.60,P,2.87,M,23 MAY 25,100,26.20,X,30.00,S,87.90%,14.07%,85.93%,-.77,4,39.08%,,
,,84.97%,89.62%,10.38%,.17,6,<empty>,1.33,X,2.36,M,23 MAY 25,105,30.50,M,33.55,B,81.79%,9.72%,90.28%,-.83,5,43.88%,,
,,76.16%,93.81%,6.19%,.10,89,<empty>,0,T,1.83,T,23 MAY 25,110,35.00,B,38.05,B,81.78%,7.31%,92.69%,-.86,3,49.71%,,
,,87.54%,93.53%,6.47%,.12,4,<empty>,.69,X,1.67,M,23 MAY 25,115,39.65,S,43.25,P,89.07%,6.74%,93.26%,-.85,4,56.36%,,
,,84.46%,95.52%,4.48%,.08,31,<empty>,.52,E,1.01,U,23 MAY 25,120,44.35,Z,48.00,S,92.52%,5.73%,94.27%,-.85,<empty>,62.55%,,
,,83.06%,96.82%,3.18%,.06,9,<empty>,.20,X,.85,P,23 MAY 25,125,49.20,Z,52.80,Z,0.00%,0.00%,100.00%,-1.00,<empty>,68.92%,,

20 JUN 25  (77)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,418.86%,23.89%,76.11%,1.00,<empty>,<empty>,70.10,Q,72.75,Q,20 JUN 25,3,0,U,.02,U,247.36%,98.82%,1.18%,.00,5,0.33%,,
,,340.14%,17.10%,82.90%,.99,<empty>,<empty>,68.15,Z,70.75,Q,20 JUN 25,5,0,J,.02,J,205.67%,99.16%,0.84%,.00,16,0.20%,,
,,267.34%,11.39%,88.61%,.99,9,<empty>,64.65,J,68.20,Z,20 JUN 25,8,0,W,.04,B,180.46%,98.87%,1.13%,.00,46,0.25%,,
,,256.77%,13.22%,86.78%,.99,117,<empty>,63.00,X,66.20,J,20 JUN 25,10,.01,M,.05,S,169.37%,98.60%,1.40%,.00,93,0.30%,,
,,201.96%,7.75%,92.25%,.99,3,<empty>,60.05,X,62.80,Z,20 JUN 25,13,.04,U,.16,B,170.30%,96.75%,3.25%,.00,48,0.78%,,
,,218.77%,13.66%,86.34%,.98,4,<empty>,58.50,S,61.20,J,20 JUN 25,15,.05,E,.08,Q,147.92%,97.85%,2.15%,.00,334,0.44%,,
,,192.53%,10.89%,89.11%,.98,40,<empty>,56.10,X,59.35,J,20 JUN 25,17,.04,E,.18,E,146.39%,96.90%,3.10%,-.01,36,0.65%,,
,,174.91%,10.77%,89.23%,.98,5,<empty>,53.25,X,56.35,Z,20 JUN 25,20,.06,E,.20,X,133.91%,96.68%,3.32%,-.01,377,0.65%,,
,,149.33%,7.49%,92.51%,.98,4,<empty>,51.35,Z,53.85,X,20 JUN 25,22,.13,E,.30,E,134.60%,95.24%,4.76%,-.01,27,0.99%,,
,,131.11%,6.46%,93.54%,.98,477,<empty>,48.45,Q,50.70,Q,20 JUN 25,25,.25,N,.31,X,126.75%,94.40%,5.60%,-.01,552,1.13%,,
,,147.62%,12.25%,87.75%,.97,82,<empty>,46.60,J,49.60,J,20 JUN 25,27,.30,E,.45,B,124.82%,93.18%,6.82%,-.02,128,1.41%,,
,,139.85%,13.57%,86.43%,.96,243,<empty>,44.05,T,46.55,J,20 JUN 25,30,.40,M,.50,E,116.98%,92.36%,7.64%,-.02,733,1.52%,,
,,129.70%,13.01%,86.99%,.96,57,<empty>,42.20,N,44.35,Q,20 JUN 25,32,.49,E,.76,C,117.19%,90.43%,9.57%,-.03,331,1.99%,,
,,123.35%,14.56%,85.44%,.95,16,<empty>,39.30,N,41.70,Q,20 JUN 25,35,.75,B,.90,C,113.12%,88.49%,11.51%,-.04,297,2.41%,,
,,121.43%,16.32%,83.68%,.94,9,<empty>,37.35,N,40.15,J,20 JUN 25,37,.72,E,1.11,E,108.65%,87.68%,12.32%,-.05,80,2.54%,,
,,118.59%,19.08%,80.92%,.92,111,<empty>,34.85,J,37.50,X,20 JUN 25,40,1.22,B,1.30,X,106.97%,84.76%,15.24%,-.06,"1,354",3.25%,,
,,115.02%,20.43%,79.57%,.91,31,<empty>,33.25,N,35.55,X,20 JUN 25,42,1.30,E,1.56,X,103.75%,83.41%,16.59%,-.07,50,3.52%,,
,,110.36%,22.76%,77.24%,.90,64,<empty>,30.35,X,33.25,X,20 JUN 25,45,1.75,E,2.03,E,102.18%,80.11%,19.89%,-.09,557,4.38%,,
,,104.45%,23.38%,76.62%,.89,6,<empty>,29.55,B,30.25,X,20 JUN 25,47,1.80,E,2.40,E,98.85%,78.64%,21.36%,-.11,115,4.68%,,
,,106.30%,28.14%,71.86%,.86,224,<empty>,26.75,X,28.90,X,20 JUN 25,50,2.54,E,2.83,X,97.31%,75.02%,24.98%,-.13,"1,058",5.67%,,
,,97.12%,32.14%,67.86%,.82,92,<empty>,23.15,X,24.05,X,20 JUN 25,55,3.90,B,4.00,Z,95.59%,68.37%,31.63%,-.18,506,7.74%,,
,,91.54%,34.00%,66.00%,.80,11,<empty>,20.75,X,22.10,X,20 JUN 25,57.5,4.60,B,4.75,N,94.51%,65.03%,34.97%,-.21,110,8.85%,,
,,94.78%,38.74%,61.26%,.76,100,<empty>,19.85,M,20.50,X,20 JUN 25,60,5.45,B,5.55,B,93.65%,61.59%,38.41%,-.23,"1,985",10.09%,,
,,92.50%,41.78%,58.22%,.74,12,<empty>,18.15,M,18.75,X,20 JUN 25,62.5,6.30,S,6.40,B,92.31%,58.27%,41.73%,-.26,286,11.31%,,
,,91.19%,45.11%,54.89%,.71,42,<empty>,16.65,X,17.15,X,20 JUN 25,65,7.25,S,7.50,B,91.83%,54.74%,45.26%,-.30,"3,284",12.80%,,
,,90.29%,48.51%,51.49%,.67,42,<empty>,15.20,E,15.75,X,20 JUN 25,67.5,8.30,B,8.45,X,90.45%,51.46%,48.54%,-.33,247,14.16%,,
,,89.56%,51.89%,48.11%,.64,545,<empty>,14.00,M,14.30,M,20 JUN 25,70,9.45,B,9.55,E,89.47%,48.12%,51.88%,-.36,"1,588",15.70%,,
,,88.40%,55.14%,44.86%,.61,149,<empty>,12.75,M,12.95,C,20 JUN 25,72.5,10.65,B,10.80,M,88.65%,44.83%,55.17%,-.39,643,17.36%,,
,,87.42%,58.34%,41.66%,.58,748,<empty>,11.55,M,11.75,B,20 JUN 25,75,11.90,M,12.10,M,87.62%,41.65%,58.35%,-.43,"1,159",19.05%,,
,,86.62%,61.46%,38.54%,.54,278,<empty>,10.45,M,10.65,M,20 JUN 25,77.5,13.25,M,13.45,M,86.58%,38.55%,61.45%,-.46,396,20.81%,,
,,85.82%,64.46%,35.54%,.51,"2,601",<empty>,9.40,M,9.65,M,20 JUN 25,80,14.70,M,14.95,M,85.91%,35.54%,64.46%,-.49,"1,967",22.75%,,
,,83.93%,70.11%,29.89%,.44,768,<empty>,7.55,Z,7.75,B,20 JUN 25,85,17.80,B,18.15,B,84.44%,29.92%,70.08%,-.56,544,26.82%,,
,,82.42%,75.22%,24.78%,.38,"1,725",<empty>,6.05,Z,6.15,I,20 JUN 25,90,21.25,S,21.65,B,83.40%,24.89%,75.11%,-.62,379,31.29%,,
,,81.55%,79.64%,20.36%,.32,"1,229",<empty>,4.80,B,4.95,B,20 JUN 25,95,24.80,E,25.25,B,81.19%,20.30%,79.70%,-.68,127,35.76%,,
,,80.36%,83.52%,16.48%,.27,"1,283",<empty>,3.75,E,3.90,E,20 JUN 25,100,28.80,E,29.30,S,80.98%,16.60%,83.40%,-.72,240,40.94%,,
,,79.12%,86.83%,13.17%,.23,983,<empty>,2.87,X,3.05,T,20 JUN 25,105,33.10,S,33.95,M,83.65%,14.05%,85.95%,-.75,26,46.90%,,
,,79.69%,89.26%,10.74%,.19,"1,005",<empty>,2.33,B,2.52,M,20 JUN 25,110,37.10,X,38.20,M,81.66%,11.14%,88.86%,-.79,21,52.04%,,
,,79.01%,91.47%,8.53%,.16,308,<empty>,1.85,D,1.93,B,20 JUN 25,115,41.55,E,42.85,M,83.28%,9.35%,90.65%,-.81,17,57.97%,,
,,79.07%,93.15%,6.85%,.13,"1,252",<empty>,1.48,H,1.55,M,20 JUN 25,120,46.50,B,47.55,M,87.95%,8.45%,91.55%,-.81,26,64.44%,,
,,79.53%,94.43%,5.57%,.11,"2,126",<empty>,1.13,E,1.35,M,20 JUN 25,125,49.85,X,52.75,S,84.81%,6.47%,93.53%,-.84,10,69.61%,,
,,79.21%,95.59%,4.41%,.09,461,<empty>,.79,E,1.16,E,20 JUN 25,130,54.55,X,57.75,Z,89.71%,6.05%,93.95%,-.83,3,76.03%,,
,,83.15%,95.91%,4.09%,.09,249,<empty>,.76,U,1.20,M,20 JUN 25,135,59.40,Z,62.55,Z,--,0.00%,100.00%,-1.00,<empty>,82.37%,,
,,82.14%,96.81%,3.19%,.07,171,<empty>,.63,N,.87,M,20 JUN 25,140,64.15,Q,66.50,N,--,0.00%,100.00%,-1.00,<empty>,87.48%,,
,,80.10%,97.65%,2.35%,.05,420,<empty>,.27,E,.79,B,20 JUN 25,145,69.85,Q,72.30,Z,110.50%,5.93%,94.07%,-.79,<empty>,96.14%,,
,,84.44%,97.68%,2.32%,.05,266,<empty>,.44,N,.71,B,20 JUN 25,150,74.90,Q,76.45,N,--,0.00%,100.00%,-1.00,<empty>,101.82%,,
,,84.41%,98.11%,1.89%,.05,8,<empty>,.35,H,.59,B,20 JUN 25,155,79.90,Z,81.75,N,--,0.00%,100.00%,-1.00,<empty>,108.97%,,
,,83.13%,98.56%,1.44%,.04,40,<empty>,.30,Z,.40,U,20 JUN 25,160,85.15,Z,86.60,S,--,0.00%,100.00%,-1.00,<empty>,115.85%,,
,,83.73%,98.79%,1.21%,.03,1,<empty>,.13,E,.47,Z,20 JUN 25,165,89.35,Z,91.80,Q,--,0.00%,100.00%,-1.00,<empty>,121.70%,,
,,87.48%,98.77%,1.23%,.03,29,<empty>,.11,E,.55,Z,20 JUN 25,170,94.65,Q,96.95,Z,--,0.00%,100.00%,-1.00,<empty>,129.11%,,
,,94.88%,98.51%,1.49%,.04,3,<empty>,.20,N,.73,E,20 JUN 25,175,99.10,Q,101.70,S,--,0.00%,100.00%,-1.00,<empty>,134.58%,,
,,87.02%,99.18%,0.82%,.02,79,<empty>,.09,E,.35,Z,20 JUN 25,180,104.70,Z,106.80,Q,--,0.00%,100.00%,-1.00,<empty>,142.42%,,
,,92.03%,99.08%,0.92%,.03,234,<empty>,.15,H,.40,Z,20 JUN 25,185,109.35,Q,112.05,Q,--,0.00%,100.00%,-1.00,<empty>,148.99%,,

18 JUL 25  (105)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
