index,sentence,context,regex_matches,fuzzy_matches,semantic_matches,cluster_label,match_category
14693,I,"f I interloopings,  fell  clocksure  off  my  ballast:  in  our  windtor  palast 
it  vampared  for  elenders,  we  lubded  Sur  Gudd  for  the  sleep  and 
the  ghoasts:  she  chauffed  her  fuesies  at  my  Wigan's  jewels  while 
she  skalded  her  mermeries  on  my  Snorryson's  Sagos:  in  pay- 
cook's  thronsaale  she  domineered,  lecking  icies  off  the  dormer 
panes  all  admired  her  in  camises:  on  Rideau  Row  Duanna  dwells, 
you  merk  well  what  you  see:  let  wellth  were  I  our  pantocreator 
would  theirs  be  tights  for  the  gods:  in  littleritt  reddinghats  and 
cindery  yellows  and  tinsel  and  glitter  and  bibs  under  hoods:",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,11,"physical, role"
14735,i,"1 i book  and  ruling  rod,  vein  of  my  vergin  page,  her  chastener  ever 
I  did  learn  my  little  ana  countrymouse  in  alphabeater  cameltem- 
per,  from  alderbirk  to  tannenyou,  with  myraw  rattan  atter  dun- 
drum;  ooah,  oyir,  oyir,  oyir:  and  I  did  spread  before  my  Livvy, 
where  Lord  street  lolls  and  ladies  linger  and  Cammomile  Pass 
cuts  Primrose  Rise  and  Coney  Bend  bounds  Mulbreys  Island  but 
never  a  blid  had  bledded  or  bludded  since  long  agore  when  the 
whole  blighty  acre  was  bladey  well  pessovered,  my  selvage  mats 
of  lecheworked  lawn,  my  carpet  gardens  of  Guerdon  City,  with 
chopes  pyramidous  and  mousselimes  and  beaconphires  and  colos- 
sets  and  pensilled  turisses  for  the  busspleaches  of  the  summira- 
mies  and  esplanadas  and  statuesques  and  templeogues,  the  Par- 
donell  of  Maynooth,  Fra  Teobaldo,  Nielsen,  rare  admirable,  Jean 
de  Porteleau,  Conall  Gretecloke,  Guglielmus  Caulis  and  the  eiligh 
ediculous  Passivucant  (glorietta's  inexcellsiored!",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,8,"physical, role"
14778,i,556 i I,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,3,"physical, role"
14779,I,i I I,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,5,"physical, role"
14780,I,I I !,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,7,"physical, role"
14782,I,"! I cramp  for  Hemself  and  Co,  Esquara,  or  them  four  hoarsemen  on 
their  apolkaloops,  Norreys,  Soothbys,  Yates  and  Welks,  and, 
galorybit  of  the  sanes  in  hevel,  there  was  a  crick  up  the  stirkiss 
and  when  she  ruz  the  cankle  to  see,  galohery,  downand  she  went 
on  her  knees  to  blessersef  that  were  knogging  together  like  milk- 
juggles  as  if  it  was  the  wrake  of  the  hapspurus  or  old  Kong 
Gander  O'Toole  of  the  Mountains  or  his  googoo  goosth  she 
seein,  sliving  off  over  the  sawdust  lobby  out  of  the  backroom,  wan 
ter,  that  was  everywans  in  turruns,  in  his  honeymoon  trim,  holding 
up  his  fingerhals,  with  the  clookey  in  his  fisstball,  tocher  of  davy's, 
tocher  of  ivileagh,  for  her  to  whisht,  you  sowbelly,  and  the 
whites  of  his  pious  eyebulbs  swering  her  to  silence  and  coort;",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,11,"physical, role"
14804,I,558 I I,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,10,"physical, role"
14805,I,I I I,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,7,"physical, role"
14806,I,I I skirts  of  city.,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,3,"physical, role"
15078,L,"564 L the  pederestians,  do  not  fail  to  point  to  yourself  a  depression 
called  HoU  Hollow.",,transsexual(100); ladyman(100); boy-girl(100); genderless(100); sexless(100); switching roles(100); wearing the other's clothes(100),,3,"physical, role"
15127,SI,"Parolas  infanetes. SI Sonly  all  in  your  imagination,  dim.",,gender reassignment(100); cross dressing(100),,4,"physical, role"
15181,I,"566 I leary  obelisk  via  the  rock  vhat  myles  knox  furlongs;  to  the 
general's  postoffice  howsands  of  patience;  to  the  Wellington 
memorial  half  a  league  wrongwards;  to  Sara's  bridge  good  hun- 
ter and  nine  to  meet  her:  to  the  point,  one  yeoman's  yard.",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,5,"physical, role"
15250,r,"568 r what  brilliant  bridgecloths  and  joking  up  with  his  tonguespitz 
to  the  crimosing  balkonladies,  here's  a  help  undo  their  modest 
stays  with  a  fullbelow  may  the  funnyfeelbelong.",,transsexual(100); gender reassignment(100); born a woman(100); born a man(100); hermaphrodite(100); intersex(100); cross-dress(100); cross dressing(100); dressed as a man(100); dressed as a woman(100); boy-girl(100); two-spirit(100); androgyny(100); androgynous(100); genderless(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,8,"physical, role"
15276,Sing:,"Unjoin t  him 
this  bittern,  frust  me  this  chicken,  display  yon  crane,  thigh  her 
her  pigeon,  unlace  allay  rabbit  and  pheasant! Sing: Old  Finncoole, 
he's  a  mellow  old  saoul  when  he  swills  with  his  fuddlers  free!",,cross dressing(89),,4,role
15447,I,"572 I Marinuzza,  Indra  and  lodina,  has  been  tenderly  debauched 
(in  Halliday's  view),  by  Honuphrius,  and  Magravius  knows 
from  spies  that  Anita  has  formerly  committed  double  sacrilege 
with  Michael,  vulgo  Cerularius,  a  perpetual  curate,  who  wishes 
to  seduce  Eugenius.",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,7,"physical, role"
15473,I,574 I r,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,1,"physical, role"
15474,r,I r I,,transsexual(100); gender reassignment(100); born a woman(100); born a man(100); hermaphrodite(100); intersex(100); cross-dress(100); cross dressing(100); dressed as a man(100); dressed as a woman(100); boy-girl(100); two-spirit(100); androgyny(100); androgynous(100); genderless(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,3,"physical, role"
15475,I,"r I ancient  moratorium,  dating  back  to  the  times  of  the  early  barters, 
and  only  the  junior  partner  Barren  could  be  found,  who  entered  an 
appearance  and  turned  up,  upon  a  notice  of  motion  and  after  service 
of  the  motion  by  interlocutory  injunction,  among  the  male  jurors 
to  be  an  absolete  turfwoman,  originally  from  the  proletarian  class, 
with  still  a  good  title  to  her  sexname  of  Ann  Doyle,  2  Coppinger's 
Cottages,  the  Doyle's  country.",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,0,"physical, role"
15499,I,576 I i,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,0,"physical, role"
15500,i,I i r,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,0,"physical, role"
15501,r,i r I,,transsexual(100); gender reassignment(100); born a woman(100); born a man(100); hermaphrodite(100); intersex(100); cross-dress(100); cross dressing(100); dressed as a man(100); dressed as a woman(100); boy-girl(100); two-spirit(100); androgyny(100); androgynous(100); genderless(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,0,"physical, role"
15502,I,r I I,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,10,"physical, role"
15503,I,"I I mandragon  mor  and  weak  wifFeyducky,  Morionmale  and  Thry- 
dacianmad,  basilisk  glorious  with  his  weeniequeenie,  tigernack 
and  swansgrace,  he  as  hale  as  his  ardouries,  she  as  verve  as  her 
veines;  this  prime  white  arsenic  with  bissemate  alloyed,  martial 
sin  with  peccadilly,  free  to  lease  hold  with  first  mortgage,  dow- 
ser dour  and  dipper  douce,  stop-that-war  and  feel-this-feather, 
norsebloodheartened  and  landsmoolwashable,  great  gas  with 
fun-in-the-corner,  grand  slam  with  fall-of-the-trick,  solomn  one 
and  shebby,  cod  and  coney,  cash  and  carry,  in  all  we  dreamed 
the  part  we  dreaded,  corsair  coupled  with  his  dame,  royal  biber 
but  constant  lymph,  boniface  and  bonnyfeatures,  nazil  hose  and 
river  mouth,  bang-the-change  and  batter-the-bolster,  big  smoke 
and  lickleyroesthy,  humanity's  fahrman  by  society  leader,  voguener 
and  trulley,  bumpered  and  elf,  Urloughmoor  with  Miryburrow, 
leaks  and  awfully,  basal  curse  yet  grace  abunda.",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,8,"physical, role"
15605,i,"[i i Anyhow  (the  matter  is  a  troublous  and  a  peniloose)  have  they 
not  called  him  at  many's  their  mock  indignation  meeting,  veh- 
men's  vengeance  vective  volleying,  inwader  and  uitlander,  the 
notables,  crashing  libels  in  their  suUivan's  mounted  beards  about 
him,  their  right  renownsable  patriarch?",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,3,"physical, role"
15737,I,"584 I hear  fond  tiplady  his  weekreations,  appearing  in  next  eon's  issue 
of  the  Neptune's  Centinel  and  Tritonville  Lightowler  with  well 
the  widest  circulation  round  the  whole  universe.",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,6,"physical, role"
15788,I,586 I waker  oats  for  him  on  livery.,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,6,"physical, role"
15910,I,111 I i,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,9,"physical, role"
15911,i,I i i,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,7,"physical, role"
15912,i,i i 1,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,7,"physical, role"
15914,I,1 I 4,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,5,"physical, role"
16028,"at  hand;  for  which  thetheatron  is  a  lemoronage;  at  milch- 
goat  fairmesse;  in  full  dogdhis;  sod  on  a  fall;  pat;  the  hundering 
blundering  dunderfunder  of  plundersundered  <mark>manhood</mark>;  behold, 
he  returns;  renascenent;  fincarnate;  still  foretold  around  the  hearth- 
side;  at  matin  a  fact;  hailed  chimers'  ersekind;  foe  purmanant, 
fum  in  his  mow;  awike  in  wave  risurging  into  chrest;  victis  poenis 
hesternis;  fostfath  of  solas;  fram  choicest  of  wiles  with  warmen 
and  sogns  til  Banba,  burial  aranging;  under  articles  thirtynine  of 
the  reconstitution;  by  the  lord*s  order  of  the  canon  consecrand- 
able;  earthlost  that  we  thought  him;  pesternost,  the  noneknown 
worrier;  from  Tumbarumba  mountain;  in  persence  of  whole 
landslots;  forebe  all  the  rassias;  sire  of  leery  subs  of  dub;  the  Dig- 
gins,  Woodenhenge,  as  to  hang  out  at;  with  spawnish  oel  full  his 
angalach;  the  sousenugh;  gnomeosulphidosalamermauderman;  the 
big  brucer,  fert  in  fort;","595 at  hand;  for  which  thetheatron  is  a  lemoronage;  at  milch- 
goat  fairmesse;  in  full  dogdhis;  sod  on  a  fall;  pat;  the  hundering 
blundering  dunderfunder  of  plundersundered  manhood;  behold, 
he  returns;  renascenent;  fincarnate;  still  foretold  around  the  hearth- 
side;  at  matin  a  fact;  hailed  chimers'  ersekind;  foe  purmanant, 
fum  in  his  mow;  awike  in  wave  risurging  into  chrest;  victis  poenis 
hesternis;  fostfath  of  solas;  fram  choicest  of  wiles  with  warmen 
and  sogns  til  Banba,  burial  aranging;  under  articles  thirtynine  of 
the  reconstitution;  by  the  lord*s  order  of  the  canon  consecrand- 
able;  earthlost  that  we  thought  him;  pesternost,  the  noneknown 
worrier;  from  Tumbarumba  mountain;  in  persence  of  whole 
landslots;  forebe  all  the  rassias;  sire  of  leery  subs  of  dub;  the  Dig- 
gins,  Woodenhenge,  as  to  hang  out  at;  with  spawnish  oel  full  his 
angalach;  the  sousenugh;  gnomeosulphidosalamermauderman;  the 
big  brucer,  fert  in  fort; Gunnar,  of  The  Gunnings,  Gund;  one 
of  the  two  or  three  forefivest  fellows  a  bloke  could  in  holiday 
crowd  encounter;  benedicted  be  the  barrel;  kilderkins,  lids  off;  a 
roache,  an  oxmaster,  a  sort  of  heaps,  a  pamphilius,  a  vintivat 
niviceny,  a  hygiennic  contrivance  socalled  from  the  editor;  the 
thick  of  your  thigh;  you  knox;  quite;  talking  to  the  vicar's  joy 
and  ruth;  the  gren,  woid  and  glue  been  broking  by  the  maybole 
gards;  he;  when  no  crane  in  Elga  is  heard;  upout  to  speak  this 
lay;  without  links,  without  impediments,  with  gygantogyres, 
with  freeflawforms;parasama  to  himself;  atman  as  evars;  whom 
otherwise  becauses;  no  puler  as  of  old  but  as  of  young  a  palatin; 
whitelock  not  lacked  nor  temperasoleon;  though  he  appears  a 
funny  colour;stoatters  some;  but  a  quite  a  big  bug  after  the 
dahlias;  place  inspectorum  sarchent;  also  the  huUow  chyst  ex- 
cavement;  astronomically  fabulafigured;  as  Jambudvispa  Vipra 
foresaw  of  him;  the  last  half  versicle  repurchasing  his  pawned 
word;  sorensplit  and  paddypatched;  and  pfor  to  pfinish  our  pfun 
of  a  pfan  coalding  the  keddle  mickwhite;  sure,  straight,  slim, 
sturdy,  serene,  synthetical,  swift.",manhood,,,2,general
16168,I,600 I I,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,9,"physical, role"
16169,I,I I is  sure  he  means  bisnisgels  to  empalmover.,,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,6,"physical, role"
16250,I,"602 I he'd  lust  in  Wooming  but  with  that  smeoil  like  a  grace  of  backon- 
ing  over  his  egglips  of  the  sunsoonshine.",,changing sex(100); gender reassignment(100); hermaphrodite(100); intersex(100); cross dressing(100); mannish(100); boy-girl(100); two-spirit(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,10,"physical, role"
16318,T,"604 T fond  of  stones,  friend  of  gnewgnawns  bones  and  leaving  all  the 
messy  messy  to  look  after  our  douche  douche,  the  miracles, 
death  and  life  are  these.",,transsexual(100); gender reassignment(100); hermaphrodite(100); intersex(100); both sexes(100); two-spirit(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,3,"physical, role"
16323,"water,  perpetually  chaste,  so  that,  well  understanding,  she  should 
fill  to  midheight  his  tubbathaltar,  which  hanbathtub,  most  blessed 
Kevin,  ninthly  enthroned,  in  the  concentric  centre  of  the  <mark>trans</mark>- 
lated water,  whereamid,  when  violet  vesper  vailed.","605 water,  perpetually  chaste,  so  that,  well  understanding,  she  should 
fill  to  midheight  his  tubbathaltar,  which  hanbathtub,  most  blessed 
Kevin,  ninthly  enthroned,  in  the  concentric  centre  of  the  trans- 
lated water,  whereamid,  when  violet  vesper  vailed. Saint  Kevin, 
Hydrophilos,  having  girded  his  sable  cappa  magna  as  high  as  to 
his  cherubical  loins,  at  solemn  compline  sat  in  his  sate  of  wis- 
dom, that  handbathtub,  where verafter,  recreated  doctor  insularis 
of  the  universal  church,  keeper  of  the  door  of  meditation,  memory 
extempore  proposing  and  intellect  formally  considering,  recluse, 
he  meditated  continuously  with  seraphic  ardour  the  primal  sacra- 
ment of  baptism  or  the  regeneration  of  all  man  by  affusion  of 
water.",trans,,,2,general
16608,r,614 r !,,transsexual(100); gender reassignment(100); born a woman(100); born a man(100); hermaphrodite(100); intersex(100); cross-dress(100); cross dressing(100); dressed as a man(100); dressed as a woman(100); boy-girl(100); two-spirit(100); androgyny(100); androgynous(100); genderless(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,0,"physical, role"
16926,And,"Look,  there  are  yours  off"",  high  on  high ! And 621",,androgyny(100); androgynous(100),,3,role
17296,f,628 f r,,change of sex(100),,3,physical
17297,r,f r A,,transsexual(100); gender reassignment(100); born a woman(100); born a man(100); hermaphrodite(100); intersex(100); cross-dress(100); cross dressing(100); dressed as a man(100); dressed as a woman(100); boy-girl(100); two-spirit(100); androgyny(100); androgynous(100); genderless(100); ambiguous gender(100); switching roles(100); wearing the other's clothes(100); gender identity(100),,1,"physical, role"
17298,A,r A 2  i,,sex change(100); changing sex(100); change of sex(100); transsexual(100); gender reassignment(100); become a woman(100); become a man(100); born a woman(100); born a man(100); hermaphrodite(100); manhood(100); womanhood(100); dressed as a man(100); dressed as a woman(100); ladyman(100); mannish(100); woman-man(100); man-woman(100); androgyny(100); androgynous(100); ambiguous gender(100); wearing the other's clothes(100),,8,"physical, role"
